Data,Ticker,Płynność bieżąca,Udział zysku netto w przepływach operacyjnych,ROE,Marża zysku operacyjnego,Cena / Wartość księgowa,Cena / Zysk,Zadłużenie ogólne
2008-03-31,TLX,2.85,293.43,9.69,3.76,0.74,7.63,0.22
2008-06-30,TLX,2.43,53.55,9.11,3.90,0.77,8.5,0.26
2008-09-30,TLX,2.42,109.25,8.23,3.48,0.79,9.56,0.26
2008-12-31,TLX,1.62,71.61,8.50,4.82,0.71,8.37,0.47
2009-03-31,TLX,4.49,55.92,6.12,4.26,0.74,12.14,0.14
2009-06-30,TLX,5.48,48.55,4.49,3.70,0.79,17.67,0.11
2009-09-30,TLX,6.05,12.02,3.24,3.29,0.82,25.3,0.1
2009-12-31,TLX,2.94,138.24,-6.68,-5.19,0.81,,0.22
2010-03-31,TLX,3.84,75.84,-6.18,-5.44,0.85,,0.16
2010-06-30,TLX,2.7,75.34,-4.22,-2.82,0.83,,0.2
2010-09-30,TLX,2.7,-91.11,-2.97,-1.59,0.84,,0.2
2010-12-31,TLX,2.21,75.94,5.11,2.39,0.77,15.04,0.29
2011-03-31,TLX,2.61,19.73,4.04,1.79,0.81,20.05,0.22
2011-06-30,TLX,1.89,8.28,2.16,0.75,0.84,38.88,0.32
2011-09-30,TLX,1.83,40.01,4.72,1.33,0.83,17.69,0.31
2011-12-31,TLX,1.74,-8.75,1.54,0.12,0.78,50.98,0.35
2012-03-31,TLX,3.41,67.72,2.76,0.40,0.82,29.63,0.15
2012-06-30,TLX,2.12,17.51,-1.81,-0.97,0.87,,0.23
2012-09-30,TLX,2.55,63.57,-5.50,-2.61,0.89,,0.18
2012-12-31,TLX,1.69,-27.70,-5.34,-2.70,0.84,,0.36
2013-03-31,TLX,2.22,-0.45,-0.09,-0.32,0.83,,0.25
2013-06-30,TLX,1.95,68.58,7.97,3.29,0.81,10.19,0.28
2013-09-30,TLX,3.42,56.40,14.10,6.15,0.79,5.58,0.16
2013-12-31,TLX,1.78,38.57,13.41,6.14,0.76,5.68,0.35
2014-03-31,TLX,3.4,75.82,15.95,7.74,0.73,4.6,0.16
2014-06-30,TLX,2.1,47.43,16.49,8.31,0.79,4.76,0.24
2014-09-30,TLX,2.07,87.28,17.95,8.83,0.74,4.11,0.27
2014-12-31,TLX,1.92,80.65,17.85,9.67,0.69,3.89,0.32
2015-03-31,TLX,2.29,74.91,14.85,7.71,0.7,4.69,0.27
2015-06-30,TLX,1.05,90.14,14.14,6.86,0.77,5.46,0.4
2015-09-30,TLX,1.1,49.65,10.73,5.65,0.76,7.07,0.4
2015-12-31,TLX,1.21,106.47,12.82,6.78,0.69,5.4,0.45
2016-03-31,TLX,1.41,62.32,13.46,7.50,0.68,5.08,0.33
2016-06-30,TLX,1.19,50.95,14.65,7.43,0.73,5.01,0.32
2016-09-30,TLX,1.19,45.01,12.72,6.85,0.73,5.71,0.33
2016-12-31,TLX,1.23,43.10,9.51,5.72,0.68,7.15,0.4
2017-03-31,TLX,1.46,40.20,9.85,6.13,0.67,6.78,0.29
2017-06-30,TLX,1.17,44.03,10.78,5.91,0.71,6.55,0.35
2017-09-30,TLX,1.25,49.62,11.55,6.34,0.69,5.99,0.31
2017-12-31,TLX,1.34,55.49,10.99,6.98,0.65,5.89,0.34
2018-03-31,TLX,1.47,55.57,9.75,6.03,0.64,6.61,0.23
2018-06-30,TLX,0.93,56.66,10.30,6.40,0.68,6.65,0.3
2018-09-30,TLX,0.89,54.91,10.37,6.52,0.67,6.44,0.37
2018-12-31,TLX,1.46,53.82,11.93,8.80,0.61,5.13,0.26
2019-03-31,TLX,1.01,50.81,10.61,7.74,0.62,5.83,0.25
2019-06-30,TLX,0.84,55.59,11.58,8.05,0.66,5.67,0.29
2019-09-30,TLX,0.8,48.57,8.30,6.10,0.66,8.0,0.27
2019-12-31,TLX,1.09,27.12,4.40,3.15,0.62,14.04,0.27
2005-12-31,U2K,2.47,300.00,26.19,11.64,1.0,3.82,0.41
2006-06-30,U2K,4.0,-364.79,24.62,10.59,0.93,3.78,0.25
2006-09-30,U2K,16.88,-247.87,5.50,10.02,0.37,6.74,0.06
2006-12-31,U2K,6.01,-217.13,6.91,12.00,0.37,5.31,0.16
2007-03-31,U2K,5.93,-44.64,8.50,13.98,0.37,4.32,0.14
2007-06-30,U2K,2.37,-55.72,6.50,9.27,0.36,5.56,0.27
2007-09-30,U2K,1.93,-53.48,6.87,7.30,0.36,5.25,0.29
2007-12-31,U2K,2.4,30.60,-3.86,-3.94,0.38,,0.31
2008-03-31,U2K,3.24,-143.92,-2.38,-2.03,0.37,,0.26
2008-06-30,U2K,2.35,-217.19,-3.12,-2.30,0.37,,0.32
2008-09-30,U2K,1.95,-44.81,-1.85,-0.32,0.37,,0.39
2008-12-31,U2K,2.01,35.55,5.50,4.33,0.39,7.1,0.36
2009-03-31,U2K,2.63,30.50,6.88,5.93,0.38,5.54,0.29
2009-06-30,U2K,2.03,40.09,6.67,4.85,0.4,5.96,0.34
2009-09-30,U2K,1.99,20.84,4.26,4.05,0.37,8.68,0.34
2009-12-31,U2K,1.78,35.83,6.37,7.05,0.36,5.69,0.36
2010-03-31,U2K,2.65,33.37,3.47,4.40,0.37,10.56,0.24
2010-06-30,U2K,2.24,19.35,2.33,3.40,0.38,16.29,0.27
2010-09-30,U2K,2.14,19.60,2.47,2.17,0.38,15.35,0.28
2010-12-31,U2K,1.57,9.28,0.59,-2.49,0.42,70.67,0.36
2011-03-31,U2K,1.93,20.43,1.43,-2.21,0.41,28.87,0.28
2011-06-30,U2K,2.01,28.11,2.69,-0.65,0.41,15.18,0.26
2011-09-30,U2K,1.75,104.48,3.67,0.09,0.41,11.18,0.31
2011-12-31,U2K,1.53,23.06,5.31,2.30,0.4,7.5,0.36
2012-03-31,U2K,1.94,55.72,5.44,2.79,0.4,7.33,0.27
2012-06-30,U2K,1.65,85.83,7.03,3.59,0.4,5.74,0.31
2012-09-30,U2K,1.58,114.76,7.89,3.99,0.4,5.01,0.36
2012-12-31,U2K,1.65,-19.91,5.16,3.57,0.4,7.67,0.35
2013-03-31,U2K,2.05,208.45,4.49,3.22,0.4,8.87,0.27
2013-06-30,U2K,1.62,-73.96,0.79,1.35,0.43,54.27,0.33
2013-09-30,U2K,1.78,-17.55,-1.33,0.39,0.43,,0.3
2013-12-31,U2K,1.64,-31.13,-7.12,-2.13,0.46,,0.32
2014-03-31,U2K,1.71,-122.61,-4.92,-0.97,0.45,,0.31
2014-06-30,U2K,1.53,-21.62,-3.14,0.18,0.45,,0.36
2014-09-30,U2K,1.48,-96.50,-2.37,1.17,0.45,,0.4
2014-12-31,U2K,1.41,-354.69,5.79,4.24,0.43,7.47,0.45
2015-03-31,U2K,1.76,93.42,5.11,4.03,0.43,8.39,0.33
2015-06-30,U2K,1.51,91.04,4.74,3.43,0.44,9.27,0.39
2015-09-30,U2K,1.55,26.68,3.76,2.51,0.44,11.7,0.38
2015-12-31,U2K,1.55,7.91,1.09,1.81,0.44,39.91,0.36
2016-03-31,U2K,1.54,14.59,1.00,1.84,0.45,44.63,0.35
2016-06-30,U2K,1.27,-507.14,1.47,2.08,0.47,31.85,0.46
2016-09-30,U2K,1.29,-75.81,5.90,4.14,0.45,7.6,0.47
2016-12-31,U2K,1.4,84.59,4.88,3.04,0.45,9.16,0.41
2017-03-31,U2K,1.4,84.72,6.12,3.19,0.44,7.16,0.43
2017-06-30,U2K,1.39,11.37,1.83,2.06,0.47,25.99,0.4
2017-09-30,U2K,1.51,9.61,1.73,2.26,0.45,26.19,0.38
2017-12-31,U2K,1.4,-258.43,-20.78,-4.76,0.56,,0.5
2018-03-31,U2K,1.52,-129.15,-21.22,-4.87,0.55,,0.44
2018-06-30,U2K,1.16,-165.56,-25.10,-5.69,0.61,,0.56
2018-09-30,U2K,1.33,-126.17,-17.92,-4.40,0.55,,0.47
2018-12-31,U2K,1.31,19.53,4.17,1.92,0.55,13.25,0.46
2019-03-31,U2K,1.23,1.30,0.15,0.71,0.57,376.89,0.49
2019-06-30,U2K,1.2,52.96,7.40,2.91,0.57,7.65,0.5
2019-09-30,U2K,1.22,13.93,2.02,1.65,0.54,26.71,0.53
2019-12-31,U2K,1.3,116.74,10.00,4.51,0.5,4.99,0.52
2016-12-31,ULG,18.36,10.29,-7.33,-12.39,850.79,,0.05
2017-12-31,ULG,9.53,-98.53,22.79,19.43,92.12,404.23,0.1
2018-03-31,ULG,13.08,-602.80,34.11,26.22,85.93,251.94,0.08
2018-06-30,ULG,15.22,729.55,43.40,33.92,73.23,168.74,0.06
2018-09-30,ULG,8.33,217.25,56.33,42.97,56.33,100.0,0.12
2018-12-31,ULG,11.37,446.44,55.10,40.84,44.57,80.89,0.08
2019-03-31,ULG,36.54,1626.49,35.15,41.21,24.33,69.21,0.03
2019-06-30,ULG,17.9,256.33,40.26,47.65,20.86,51.81,0.05
2019-09-30,ULG,8.5,262.56,53.05,52.82,24.31,45.82,0.11
2019-12-31,ULG,8.59,213.70,51.19,53.76,20.51,40.07,0.11
2020-03-31,ULG,20.92,214.63,50.70,56.32,17.8,35.12,0.04
2010-12-31,VVD,8.21,,,,14.78,,0.08
2011-12-31,VVD,13.79,200.00,11.76,14.92,12.58,106.96,0.05
2012-03-31,VVD,13.83,419.30,24.95,21.05,12.73,51.02,0.06
2012-06-30,VVD,39.22,-20.40,10.21,19.29,8.01,78.39,0.02
2012-09-30,VVD,101.76,-17.02,5.54,11.23,8.39,151.39,0.01
2012-12-31,VVD,8.04,-18.58,8.67,13.09,7.4,85.37,0.11
2013-03-31,VVD,9.94,-31.90,12.22,15.63,7.15,58.52,0.09
2013-06-30,VVD,9.81,349.45,12.12,14.15,7.13,58.79,0.09
2013-09-30,VVD,10.66,-140.63,18.60,16.69,7.13,38.31,0.1
2013-12-31,VVD,6.11,97.05,12.81,11.91,6.62,51.65,0.15
2014-03-31,VVD,7.84,212.24,15.01,12.30,6.11,40.69,0.13
2014-06-30,VVD,3.99,163.87,21.33,15.52,5.75,26.94,0.22
2014-09-30,VVD,3.91,202.33,28.43,18.88,5.16,18.15,0.21
2014-12-31,VVD,4.38,-1775.84,31.89,22.35,4.56,14.29,0.22
2015-03-31,VVD,3.9,852.36,36.31,27.00,4.0,11.01,0.23
2015-06-30,VVD,0.57,-188.16,94.72,28.54,9.2,9.71,0.77
2015-09-30,VVD,2.19,1155.87,44.11,27.26,1.34,3.05,0.33
2015-12-31,VVD,1.01,134.76,36.45,-5.91,1.96,5.38,0.47
2016-03-31,VVD,0.84,111.24,31.28,-9.27,1.95,6.23,0.44
2016-06-30,VVD,0.94,82.81,32.20,-0.93,1.75,5.44,0.39
2016-09-30,VVD,0.74,-53.44,-16.42,-8.94,1.82,,0.39
2016-12-31,VVD,0.8,107.08,12.19,15.00,1.7,13.95,0.41
2017-03-31,VVD,0.59,35.74,4.01,7.41,1.81,45.22,0.42
2017-06-30,VVD,1.64,2.94,0.46,4.09,1.71,369.74,0.51
2017-09-30,VVD,1.52,4.02,0.57,7.60,1.74,304.97,0.5
2017-12-31,VVD,1.27,-207.65,-33.79,4.52,2.17,,0.54
2018-03-31,VVD,1.44,-209.48,-33.72,5.10,2.27,,0.52
2018-06-30,VVD,1.13,-732.40,-47.60,-14.00,2.37,,0.53
2018-09-30,VVD,0.82,-2991.33,-60.18,-21.21,2.8,,0.56
2018-12-31,VVD,0.93,-118.15,-34.72,-25.31,2.66,,0.55
2019-03-31,VVD,1.42,-94.61,-29.80,-19.70,2.78,,0.58
2019-06-30,VVD,0.3,-61.47,-24.92,-13.91,2.81,,0.6
2019-09-30,VVD,0.36,-23.64,-11.00,-3.49,2.71,,0.6
2004-12-31,WAS,2.08,-39.59,21.95,6.66,1.42,6.45,0.44
2005-12-31,WAS,1.91,39.31,-12.28,-5.39,1.59,,0.46
2006-03-31,WAS,2.51,16.43,-5.38,-3.68,1.59,,0.35
2006-06-30,WAS,1.96,24.15,-10.36,-3.88,1.75,,0.45
2006-09-30,WAS,2.95,33.71,-15.79,-4.60,1.84,,0.29
2006-12-31,WAS,2.42,209.43,10.60,6.42,1.12,10.61,0.3
2007-03-31,WAS,2.19,47.97,11.50,5.97,1.07,9.3,0.34
2007-06-30,WAS,1.42,102.60,12.42,4.46,1.1,8.84,0.58
2007-09-30,WAS,3.77,105.14,16.27,5.17,1.05,6.47,0.21
2007-12-31,WAS,1.74,103.93,19.90,8.90,0.9,4.5,0.48
2008-03-31,WAS,2.65,294.98,19.74,8.90,0.88,4.48,0.3
2008-06-30,WAS,1.32,44.60,22.36,8.85,0.92,4.12,0.59
2008-09-30,WAS,1.44,112.82,20.37,8.19,0.9,4.43,0.53
2008-12-31,WAS,1.93,43.92,8.94,4.88,0.87,9.72,0.32
2009-03-31,WAS,2.38,25.90,6.12,4.26,0.88,14.45,0.24
2009-06-30,WAS,1.62,-73.08,5.99,5.42,0.88,14.72,0.31
2009-09-30,WAS,1.62,14.61,2.93,2.76,0.89,30.46,0.29
2009-12-31,WAS,1.61,3.30,0.64,0.14,0.88,136.97,0.37
2010-03-31,WAS,2.3,19.00,2.40,0.51,0.88,36.82,0.23
2010-06-30,WAS,1.89,8.78,1.36,0.19,0.88,64.6,0.3
2010-09-30,WAS,1.57,36.17,4.25,2.41,0.86,20.24,0.39
2010-12-31,WAS,1.58,66.16,4.61,2.91,0.84,18.25,0.4
2011-03-31,WAS,1.84,-1647.58,6.67,4.43,0.83,12.37,0.32
2011-06-30,WAS,1.85,35.51,7.75,5.33,0.83,10.69,0.3
2011-09-30,WAS,1.83,39.63,6.64,4.72,0.82,12.4,0.3
2011-12-31,WAS,1.93,45.76,9.50,7.71,0.78,8.24,0.31
2012-03-31,WAS,1.91,24.94,7.71,6.53,0.78,10.12,0.31
2012-06-30,WAS,1.9,75.36,6.72,5.33,0.79,11.75,0.3
2012-09-30,WAS,1.67,39.49,7.02,6.64,0.78,11.13,0.45
2012-12-31,WAS,1.27,16.23,4.85,4.08,0.76,15.66,0.49
2013-03-31,WAS,1.51,58.93,6.24,4.81,0.75,11.94,0.43
2013-06-30,WAS,1.42,-185.37,8.30,6.29,0.74,8.91,0.46
2013-09-30,WAS,1.46,91.13,8.00,5.81,0.73,9.17,0.42
2013-12-31,WAS,1.22,-144.15,4.08,5.04,0.74,18.21,0.44
2014-03-31,WAS,1.44,-416.68,4.26,5.11,0.73,17.1,0.45
2014-06-30,WAS,1.23,21.91,2.31,3.73,0.73,31.43,0.47
2014-09-30,WAS,1.34,172.81,2.52,3.64,0.72,28.48,0.47
2014-12-31,WAS,1.57,146.78,6.59,5.08,0.7,10.6,0.39
2015-03-31,WAS,1.47,126.84,9.36,6.86,0.66,7.1,0.45
2015-06-30,WAS,1.41,50.21,8.93,6.48,0.67,7.51,0.4
2015-09-30,WAS,1.61,34.21,10.99,7.34,0.64,5.86,0.34
2015-12-31,WAS,1.99,24.17,11.63,7.23,0.62,5.33,0.27
2016-03-31,WAS,2.51,12.97,6.82,4.86,0.62,9.12,0.2
2016-06-30,WAS,2.1,13.25,6.07,4.46,0.65,10.64,0.24
2016-09-30,WAS,2.37,11.47,2.99,2.56,0.64,21.55,0.21
2016-12-31,WAS,2.41,3.59,-0.07,0.00,0.64,,0.21
2017-03-31,WAS,2.3,33.71,0.82,1.28,0.64,77.21,0.22
2017-06-30,WAS,2.86,69.80,3.35,4.27,0.62,18.65,0.18
2017-09-30,WAS,2.49,39.46,2.28,2.96,0.63,27.54,0.2
2017-12-31,WAS,2.22,-289.37,4.32,4.95,0.61,14.16,0.24
2018-03-31,WAS,2.58,47.36,2.95,3.29,0.62,20.9,0.2
2018-06-30,WAS,2.0,8.50,1.24,1.06,0.62,49.65,0.29
2018-09-30,WAS,1.76,-436.87,2.13,1.96,0.62,28.88,0.32
2018-12-31,WAS,1.69,28.48,3.01,2.38,0.59,19.72,0.36
2019-03-31,WAS,1.81,127.89,3.25,2.54,0.6,18.37,0.31
2019-06-30,WAS,1.64,-22.69,4.32,3.40,0.59,13.68,0.36
2019-09-30,WAS,1.63,-60.08,5.61,4.21,0.58,10.37,0.37
2019-12-31,WAS,1.65,149.69,2.52,1.81,0.58,22.97,0.4
2015-12-31,XTP,4.0,148.00,-35.45,,70.38,,0.04
2016-12-31,XTP,2.21,121.37,-130.50,-5851.28,64.5,,0.29
2017-06-30,XTP,0.57,125.01,-1140.28,-331.51,432.12,,0.84
2017-09-30,XTP,14.48,103.89,-46.32,-285.50,16.27,,0.06
2017-12-31,XTP,9.4,105.63,-55.17,-179.95,19.07,,0.09
2018-03-31,XTP,5.9,103.15,-63.78,-161.10,21.49,,0.12
2018-06-30,XTP,2.81,95.25,-107.71,-203.28,29.34,,0.2
2018-09-30,XTP,3.98,104.93,-82.73,-224.10,20.76,,0.16
2018-12-31,XTP,5.86,106.06,-80.66,-319.50,16.13,,0.1
2019-03-31,XTP,2.25,109.53,-143.42,-529.73,22.92,,0.15
2019-06-30,XTP,0.69,251.79,-445.85,-788.13,31.23,,0.31
2019-09-30,XTP,5.68,232.69,-180.71,-979.65,12.69,,0.1
2019-12-31,XTP,2.7,284.80,-358.07,-1026.27,22.32,,0.22
2004-12-31,ATM,2.27,99.95,13.37,5.97,0.54,4.07,0.36
2005-12-31,ATM,1.82,107.65,18.99,14.16,0.42,2.22,0.4
2006-03-31,ATM,4.0,7055.66,19.64,15.13,0.39,1.98,0.17
2006-06-30,ATM,2.37,183.81,21.08,11.36,0.41,1.95,0.26
2006-09-30,ATM,3.33,762.91,19.05,15.68,0.4,2.13,0.21
2006-12-31,ATM,1.37,1696.73,28.45,21.82,0.33,1.17,0.44
2007-03-31,ATM,2.16,-4458.88,23.59,17.97,0.31,1.32,0.29
2007-06-30,ATM,0.86,-223.86,32.03,15.95,0.42,1.31,0.5
2007-09-30,ATM,3.01,-201.34,10.29,13.74,0.14,1.33,0.19
2007-12-31,ATM,1.79,80.98,8.38,8.77,1.37,16.32,0.3
2008-03-31,ATM,2.12,84.06,9.12,8.58,1.38,15.12,0.2
2008-06-30,ATM,1.28,61.96,10.18,7.60,1.49,14.61,0.29
2008-09-30,ATM,1.2,38.91,9.47,7.92,1.51,15.91,0.27
2008-12-31,ATM,1.09,60.30,4.17,5.35,1.46,34.97,0.37
2009-03-31,ATM,1.05,35.54,4.42,7.21,1.46,32.92,0.32
2009-06-30,ATM,1.09,34.13,5.07,8.38,1.45,28.7,0.31
2009-09-30,ATM,1.14,53.36,6.04,7.99,1.45,23.95,0.27
2009-12-31,ATM,1.05,22.45,3.97,5.89,1.4,35.32,0.3
2010-03-31,ATM,1.08,25.70,5.07,5.96,1.38,27.32,0.31
2010-06-30,ATM,0.99,45.64,6.36,6.09,1.35,21.28,0.39
2010-09-30,ATM,1.01,34.64,7.24,8.87,1.33,18.39,0.37
2010-12-31,ATM,0.96,25.18,7.64,8.25,1.3,16.98,0.49
2011-03-31,ATM,0.97,68.78,8.82,7.83,1.26,14.34,0.39
2011-06-30,ATM,0.81,39.60,7.42,8.58,1.31,17.62,0.38
2011-09-30,ATM,0.83,37.85,6.78,7.66,1.27,18.78,0.4
2011-12-31,ATM,0.88,28.90,5.92,7.11,1.26,21.26,0.47
2012-03-31,ATM,1.01,15.63,6.39,7.98,1.58,24.79,0.59
2012-06-30,ATM,1.03,24.48,5.45,7.81,1.53,28.07,0.43
2012-09-30,ATM,1.08,36.51,5.98,7.78,1.5,25.17,0.4
2012-12-31,ATM,0.82,135.61,5.59,12.91,1.49,26.59,0.34
2013-03-31,ATM,0.75,55.49,4.72,14.24,1.49,31.56,0.35
2013-06-30,ATM,0.68,26.07,6.06,15.06,1.49,24.67,0.37
2013-09-30,ATM,0.72,27.15,5.94,15.88,1.47,24.73,0.38
2013-12-31,ATM,0.57,29.39,4.93,15.45,1.47,29.82,0.36
2014-03-31,ATM,0.56,31.06,5.34,15.14,1.45,27.24,0.37
2014-06-30,ATM,0.5,30.07,4.54,14.64,1.43,31.53,0.38
2014-09-30,ATM,0.47,21.59,3.97,13.94,1.45,36.52,0.38
2014-12-31,ATM,0.39,18.29,3.44,13.97,1.48,43.02,0.41
2015-03-31,ATM,0.38,15.96,2.87,13.22,1.46,50.8,0.41
2015-06-30,ATM,0.33,12.42,2.31,11.79,1.49,64.62,0.44
2015-09-30,ATM,0.33,7.63,1.30,11.68,1.5,115.77,0.44
2015-12-31,ATM,0.26,12.99,2.43,9.33,1.5,61.54,0.43
2016-03-31,ATM,0.3,15.61,2.57,9.78,1.48,57.46,0.43
2016-06-30,ATM,0.23,13.10,2.13,10.60,1.47,69.08,0.42
2016-09-30,ATM,0.23,18.02,3.01,11.01,1.45,48.21,0.41
2016-12-31,ATM,0.35,-28.88,-4.46,5.57,1.58,,0.44
2017-03-31,ATM,0.51,-5.38,-0.80,6.01,1.5,,0.43
2017-06-30,ATM,0.47,-1.94,-0.31,7.16,1.48,,0.43
2017-09-30,ATM,0.7,6.09,0.95,6.90,1.45,152.7,0.41
2017-12-31,ATM,0.55,75.89,11.28,10.93,1.4,12.4,0.41
2018-03-31,ATM,0.59,48.11,8.24,10.03,1.4,16.93,0.41
2018-06-30,ATM,0.13,44.64,11.24,7.11,2.16,19.26,0.62
2018-09-30,ATM,0.86,22.96,6.17,5.98,2.21,35.8,0.62
2018-12-31,ATM,0.8,4.81,1.25,5.47,2.14,171.91,0.62
2019-03-31,ATM,0.64,-1.12,-0.31,6.84,2.11,,0.72
2019-06-30,ATM,0.58,-2.12,-0.71,9.06,2.14,,0.72
2019-09-30,ATM,0.75,3.71,1.41,12.28,2.12,149.93,0.72
2019-12-31,ATM,0.55,8.65,3.55,17.15,2.05,57.71,0.71
2006-12-31,CPS,0.65,68.56,-88.93,8.67,,114.8,1.18
2007-12-31,CPS,1.08,101.99,185.51,18.22,104.67,56.42,0.9
2008-03-31,CPS,1.24,318.26,116.15,21.40,51.14,44.03,0.79
2008-06-30,CPS,1.35,146.15,87.88,23.89,31.36,35.68,0.68
2008-09-30,CPS,1.46,81.85,71.77,17.51,25.52,35.56,0.61
2008-12-31,CPS,1.37,85.32,91.96,29.52,21.82,23.72,0.61
2009-03-31,CPS,1.55,95.01,76.07,28.16,17.49,22.99,0.53
2009-06-30,CPS,1.06,102.60,115.72,24.96,28.98,25.05,0.68
2009-09-30,CPS,1.12,125.88,96.01,31.05,22.78,23.72,0.62
2009-12-31,CPS,1.02,125.55,71.44,21.80,19.85,27.79,0.58
2010-03-31,CPS,1.2,103.68,59.68,22.34,15.66,26.25,0.52
2010-06-30,CPS,0.89,128.08,78.96,22.91,19.84,25.13,0.66
2010-09-30,CPS,0.95,170.60,67.25,22.81,16.37,24.34,0.6
2010-12-31,CPS,0.91,130.84,60.39,21.97,14.95,24.76,0.58
2011-03-31,CPS,0.99,140.71,49.31,20.83,12.69,25.73,0.59
2011-06-30,CPS,1.2,96.27,13.43,22.46,4.54,33.81,0.64
2011-09-30,CPS,1.19,34.57,6.64,22.95,4.67,70.28,0.66
2011-12-31,CPS,1.15,46.16,8.45,23.68,4.48,53.02,0.64
2012-03-31,CPS,1.25,50.08,13.82,25.30,4.06,29.4,0.62
2012-06-30,CPS,1.13,50.77,14.55,26.04,3.87,26.63,0.61
2012-09-30,CPS,1.05,80.84,23.48,27.57,3.61,15.36,0.57
2012-12-31,CPS,1.02,76.57,24.24,28.41,3.44,14.2,0.56
2013-03-31,CPS,1.2,68.57,19.06,27.52,3.31,17.39,0.54
2013-06-30,CPS,1.14,63.75,17.74,26.62,3.21,18.09,0.53
2013-09-30,CPS,1.23,65.94,16.77,26.51,3.01,17.92,0.5
2013-12-31,CPS,1.25,65.46,17.51,27.14,2.83,16.16,0.47
2014-03-31,CPS,1.39,64.75,17.00,28.07,2.73,16.07,0.47
2014-06-30,CPS,1.11,51.75,6.38,26.03,1.72,26.89,0.67
2014-09-30,CPS,0.95,28.14,4.95,22.07,1.71,34.52,0.67
2014-12-31,CPS,0.96,14.82,3.20,19.47,1.71,53.31,0.67
2015-03-31,CPS,0.95,16.43,3.92,18.32,1.67,42.7,0.66
2015-06-30,CPS,1.01,20.45,5.62,18.87,1.63,29.01,0.65
2015-09-30,CPS,0.47,35.91,9.86,19.88,1.55,15.72,0.62
2015-12-31,CPS,0.5,40.29,11.35,20.22,1.52,13.4,0.61
2016-03-31,CPS,0.93,40.05,11.23,20.08,1.5,13.35,0.63
2016-06-30,CPS,0.91,37.21,10.23,18.35,1.45,14.16,0.61
2016-09-30,CPS,1.0,30.05,7.95,17.58,1.41,17.78,0.6
2016-12-31,CPS,1.02,36.10,9.22,17.16,1.38,14.97,0.59
2017-03-31,CPS,0.9,35.90,9.83,17.47,1.34,13.62,0.58
2017-06-30,CPS,0.89,39.59,10.22,18.54,1.33,13.01,0.57
2017-09-30,CPS,0.91,41.09,9.77,18.25,1.31,13.4,0.56
2017-12-31,CPS,1.0,33.34,8.12,18.66,1.29,15.9,0.56
2018-03-31,CPS,1.49,36.31,7.78,18.52,1.21,15.56,0.54
2018-06-30,CPS,1.14,35.83,7.34,17.85,1.21,16.47,0.55
2018-09-30,CPS,1.15,32.86,7.08,17.01,1.19,16.77,0.55
2018-12-31,CPS,1.08,28.60,6.30,16.16,1.18,18.7,0.55
2019-03-31,CPS,1.03,27.07,6.10,16.01,1.15,18.91,0.55
2019-06-30,CPS,0.9,26.21,6.43,15.98,1.18,18.29,0.56
2019-09-30,CPS,0.89,25.49,6.35,16.30,1.16,18.18,0.55
2019-12-31,CPS,0.85,31.69,7.97,16.85,1.13,14.17,0.56
2020-03-31,CPS,1.04,27.91,7.09,16.52,1.11,15.73,0.55
2004-12-31,MTL,4.41,59.41,-8.21,-2.36,0.24,,0.19
2005-12-31,MTL,1.91,-6.66,-0.96,-0.86,0.24,,0.4
2006-03-31,MTL,1.79,166.30,11.92,3.31,0.22,1.87,0.45
2006-06-30,MTL,1.89,75.96,22.39,5.52,0.21,0.93,0.41
2006-09-30,MTL,1.9,123.46,31.48,6.60,0.19,0.6,0.44
2006-12-31,MTL,1.81,25.48,10.67,2.38,0.22,2.03,0.43
2007-03-31,MTL,2.02,-2.63,-0.84,0.43,0.2,,0.37
2007-06-30,MTL,1.6,-39.83,-15.26,-2.40,0.24,,0.47
2007-09-30,MTL,1.79,107.10,-25.70,-5.09,0.24,,0.41
2007-12-31,MTL,1.47,70.13,-80.53,-10.51,0.39,,0.5
2008-03-31,MTL,0.58,271.21,-74.07,-7.61,0.39,,0.93
2008-06-30,MTL,0.98,-28.22,-6.04,-2.11,0.23,,0.66
2008-09-30,MTL,1.04,44.63,10.06,5.24,0.18,1.77,0.6
2008-12-31,MTL,1.14,54.89,22.28,5.56,0.17,0.78,0.61
2009-03-31,MTL,1.21,96.59,26.97,5.32,0.16,0.61,0.58
2009-06-30,MTL,1.04,487.33,26.19,5.46,0.16,0.62,0.62
2009-09-30,MTL,1.07,198.50,12.77,2.91,0.16,1.27,0.56
2009-12-31,MTL,1.19,207.88,12.04,4.61,0.16,1.31,0.5
2010-03-31,MTL,1.1,-23.28,-6.00,1.82,0.18,,0.56
2010-06-30,MTL,1.22,-75.33,-24.17,-3.56,0.2,,0.57
2010-09-30,MTL,1.09,-540.08,-41.22,-9.93,0.23,,0.53
2010-12-31,MTL,0.61,916.62,-648.74,-38.53,1.21,,0.86
2011-03-31,MTL,0.6,322.60,-701.75,-39.00,1.47,,0.87
2011-06-30,MTL,0.57,262.11,-485.05,-39.82,1.21,,0.84
2011-09-30,MTL,0.71,-1180.00,-317.52,-36.11,0.98,,0.83
2011-12-31,MTL,0.59,-194.50,-66.59,-0.82,1.98,,0.88
2012-03-31,MTL,0.58,1741.30,-20.62,2.18,1.73,,0.87
2012-06-30,MTL,0.72,-566.32,-29.55,0.84,1.1,,0.73
2012-09-30,MTL,0.8,138.27,-31.45,0.32,0.99,,0.7
